id,update_time,province,confirm,confirm_add,confirm_now,heal_add,heal,dead,dead_add
1,2022-11-24,台湾,8210955,17883,8183111.0,0.0,13742,14102,31
2,2022-08-01,台湾,4604761,16576,,0.0,13742,8963,36
3,2022-08-02,台湾,4628294,23533,,0.0,13742,8994,31
4,2022-08-03,台湾,4652186,23892,,0.0,13742,9026,32
5,2022-08-04,台湾,4675128,22942,,0.0,13742,9082,56
6,2022-08-05,台湾,4696969,21841,,0.0,13742,9136,54
7,2022-08-06,台湾,4716819,19850,,0.0,13742,9187,51
8,2022-08-07,台湾,4738861,22042,,0.0,13742,9229,42
9,2022-08-08,台湾,4754268,15407,,0.0,13742,9255,26
10,2022-08-09,台湾,4777903,23635,,0.0,13742,9273,18
11,2022-08-10,台湾,4801676,23773,,0.0,13742,9298,25
12,2022-08-11,台湾,4824550,22874,,0.0,13742,9342,44
13,2022-08-12,台湾,4846501,21951,,0.0,13742,9373,31
14,2022-08-13,台湾,4867766,21265,,0.0,13742,9413,40
15,2022-08-14,台湾,4888840,21074,,0.0,13742,9435,22
16,2022-08-15,台湾,4904622,15782,,0.0,13742,9457,22
17,2022-08-16,台湾,4927754,23132,,0.0,13742,9473,16
18,2022-08-17,台湾,4952570,24816,,0.0,13742,9506,33
19,2022-08-18,台湾,4975970,23400,,0.0,13742,9540,34
20,2022-08-19,台湾,4998765,22795,,0.0,13742,9572,32
21,2022-08-20,台湾,5020895,22130,,0.0,13742,9608,36
22,2022-08-21,台湾,5043275,22380,,0.0,13742,9634,26
23,2022-08-22,台湾,5060178,16903,,0.0,13742,9657,23
24,2022-08-23,台湾,5086521,26343,,0.0,13742,9673,16
25,2022-08-24,台湾,5115052,28531,,0.0,13742,9691,18
26,2022-08-25,台湾,5142279,27227,,0.0,13742,9728,37
27,2022-08-26,台湾,5168997,26718,,0.0,13742,9773,45
28,2022-08-27,台湾,5194850,25853,,0.0,13742,9813,40
29,2022-08-28,台湾,5221585,26735,,0.0,13742,9844,31
30,2022-08-29,台湾,5242009,20424,,0.0,13742,9866,22
31,2022-08-30,台湾,5273449,31440,,0.0,13742,9893,27
32,2022-08-31,台湾,5308029,34580,,0.0,13742,9914,21
33,2022-09-01,台湾,5342106,34077,,0.0,13742,9950,36
34,2022-09-02,台湾,5375883,33777,,0.0,13742,9986,36
35,2022-09-03,台湾,5408641,32758,,0.0,13742,10028,42
36,2022-09-04,台湾,5442981,34340,,0.0,13742,10063,35
37,2022-09-05,台湾,5467059,24078,,0.0,13742,10094,31
38,2022-09-06,台湾,5503725,36666,,0.0,13742,10115,21
39,2022-09-07,台湾,5544974,41249,,0.0,13742,10141,26
40,2022-09-08,台湾,5580027,35053,,0.0,13742,10170,29
41,2022-09-09,台湾,5614227,34200,,0.0,13742,10225,55
42,2022-09-10,台湾,5650028,35801,,0.0,13742,10255,30
43,2022-09-11,台湾,5682133,32105,,0.0,13742,10284,29
44,2022-09-12,台湾,5707688,25555,,0.0,13742,10312,28
45,2022-09-13,台湾,5754683,46995,,0.0,13742,10329,17
46,2022-09-14,台湾,5804343,49660,,0.0,13742,10366,37
47,2022-09-15,台湾,5849748,45405,,0.0,13742,10423,57
48,2022-09-16,台湾,5891355,41607,,0.0,13742,10469,46
49,2022-09-17,台湾,5930927,39572,,0.0,13742,10509,40
50,2022-09-18,台湾,5970438,39511,,0.0,13742,10548,39
51,2022-09-19,台湾,5998860,28422,,0.0,13742,10587,39
52,2022-09-20,台湾,6043539,44679,,0.0,13742,10604,17
53,2022-09-21,台湾,6090373,46834,,0.0,13742,10643,39
54,2022-09-22,台湾,6132794,42421,,0.0,13742,10702,59
55,2022-09-23,台湾,6172769,39975,,0.0,13742,10743,41
56,2022-09-24,台湾,6211093,38324,,0.0,13742,10794,51
57,2022-09-25,台湾,6250051,38958,,0.0,13742,10828,34
58,2022-09-26,台湾,6278794,28743,,0.0,13742,10884,56
59,2022-09-27,台湾,6324578,45784,,0.0,13742,10912,28
60,2022-09-28,台湾,6373121,48543,,0.0,13742,10950,38
61,2022-09-29,台湾,6417941,44820,,0.0,13742,11003,53
62,2022-09-30,台湾,6461400,43459,,0.0,13742,11053,50
63,2022-10-01,台湾,6504422,43022,,0.0,13742,11101,48
64,2022-10-02,台湾,6547708,43286,,0.0,13742,11163,62
65,2022-10-03,台湾,6581117,33409,,0.0,13742,11201,38
66,2022-10-04,台湾,6630642,49525,,0.0,13742,11232,31
67,2022-10-05,台湾,6685516,54874,,0.0,13742,11280,48
68,2022-10-06,台湾,6731939,46423,,0.0,13742,11416,136
69,2022-10-07,台湾,6782664,50725,,0.0,13742,11468,52
70,2022-10-08,台湾,6826989,44325,,0.0,13742,11544,76
71,2022-10-09,台湾,6871538,44549,,0.0,13742,11527,-17
72,2022-10-10,台湾,6903610,32072,,0.0,13742,11584,57
73,2022-10-11,台湾,6945018,41408,,0.0,13742,11620,36
74,2022-10-12,台湾,6997376,52358,,0.0,13742,11657,37
75,2022-10-13,台湾,7050750,53374,,0.0,13742,11686,29
76,2022-10-14,台湾,7098970,48220,,0.0,13742,11766,80
77,2022-10-15,台湾,7142418,43448,,0.0,13742,11843,77
78,2022-10-16,台湾,7183912,41494,,0.0,13742,11908,65
79,2022-10-17,台湾,7212738,28826,,0.0,13742,11961,53
80,2022-10-18,台湾,7257592,44854,,0.0,13742,11994,33
81,2022-10-19,台湾,7302188,44596,,0.0,13742,12036,42
82,2022-10-20,台湾,7341966,39778,,0.0,13742,12128,92
83,2022-10-21,台湾,7379205,37239,,0.0,13742,12206,78
84,2022-10-22,台湾,7414829,35624,,0.0,13742,12258,52
85,2022-10-23,台湾,7450158,35329,,0.0,13742,12323,65
86,2022-10-24,台湾,7476478,26320,,0.0,13742,12385,62
87,2022-10-25,台湾,7515630,39152,,0.0,13742,12427,42
88,2022-10-26,台湾,7555884,40254,,0.0,13742,12521,94
89,2022-10-27,台湾,7591541,35657,,0.0,13742,12605,84
90,2022-10-28,台湾,7626103,34562,,0.0,13742,12662,57
91,2022-10-29,台湾,7658580,32477,,0.0,13742,12738,76
92,2022-10-30,台湾,7690110,31530,,0.0,13742,12814,76
93,2022-10-31,台湾,7712726,22616,,0.0,13742,12873,59
94,2022-11-01,台湾,7746969,34243,,0.0,13742,12918,45
95,2022-11-02,台湾,7780125,33156,,0.0,13742,12971,53
96,2022-11-03,台湾,7810077,29952,,0.0,13742,13052,81
97,2022-11-04,台湾,7837658,27581,,0.0,13742,13126,74
98,2022-11-05,台湾,7863193,25535,,0.0,13742,13193,67
99,2022-11-06,台湾,7887538,24345,,0.0,13742,13240,47
100,2022-11-07,台湾,7904094,16556,,0.0,13742,13274,34
101,2022-11-08,台湾,7929052,24958,,0.0,13742,13289,15
102,2022-11-09,台湾,7953885,24833,,0.0,13742,13355,66
103,2022-11-10,台湾,7976205,22320,,0.0,13742,13421,66
104,2022-11-11,台湾,7996490,20285,,0.0,13742,13483,62
105,2022-11-12,台湾,8015698,19208,,0.0,13742,13543,60
106,2022-11-13,台湾,8034295,18597,,0.0,13742,13604,61
107,2022-11-14,台湾,8050901,16606,,0.0,13742,13644,40
108,2022-11-15,台湾,8069442,18541,,0.0,13742,13687,43
109,2022-11-16,台湾,8092118,22676,,0.0,13742,13756,69
110,2022-11-17,台湾,8112234,20116,,0.0,13742,13833,77
111,2022-11-18,台湾,8130231,17997,,0.0,13742,13890,57
112,2022-11-19,台湾,8146790,16559,,0.0,13742,13949,59
113,2022-11-20,台湾,8163008,16218,,0.0,13742,13992,43
114,2022-11-21,台湾,8174903,11895,,0.0,13742,14033,41
115,2022-11-22,台湾,8193072,18169,,0.0,13742,14071,38
116,2022-11-23,台湾,8210955,17883,,0.0,13742,14102,31
117,2022-11-24,香港,452483,1039,344827.0,311.0,97012,10644,11
118,2022-08-01,香港,356574,677,,123.0,67853,9509,6
119,2022-08-02,香港,357232,658,,149.0,68002,9520,11
120,2022-08-03,香港,357909,677,,186.0,68188,9524,4
121,2022-08-04,香港,358728,819,,211.0,68399,9527,3
122,2022-08-05,香港,359370,642,,219.0,68618,9531,4
123,2022-08-06,香港,360087,717,,229.0,68847,9535,4
124,2022-08-07,香港,360773,686,,171.0,69018,9540,5
125,2022-08-08,香港,361433,660,,127.0,69145,9547,7
126,2022-08-09,香港,362158,725,,164.0,69309,9550,3
127,2022-08-10,香港,362983,825,,246.0,69555,9554,4
128,2022-08-11,香港,363669,686,,200.0,69755,9555,1
129,2022-08-12,香港,364399,730,,197.0,69952,9559,4
130,2022-08-13,香港,365161,762,,196.0,70148,9562,3
131,2022-08-14,香港,365966,805,,153.0,70301,9565,3
132,2022-08-15,香港,366740,774,,138.0,70439,9569,4
133,2022-08-16,香港,367539,799,,200.0,70639,9580,11
134,2022-08-17,香港,368571,1032,,231.0,70870,9584,4
135,2022-08-18,香港,369651,1080,,274.0,71144,9589,5
136,2022-08-19,香港,370944,1293,,270.0,71414,9597,8
137,2022-08-20,香港,371999,1055,,270.0,71684,9602,5
138,2022-08-21,香港,373053,1054,,230.0,71914,9605,3
139,2022-08-22,香港,374065,1012,,195.0,72109,9610,5
140,2022-08-23,香港,375219,1154,,267.0,72376,9620,10
141,2022-08-24,香港,376619,1400,,299.0,72675,9634,14
142,2022-08-25,香港,378139,1520,,297.0,72972,9643,9
143,2022-08-26,香港,379288,1149,,255.0,73227,9650,7
144,2022-08-27,香港,380273,985,,306.0,73533,9654,4
145,2022-08-28,香港,381642,1369,,298.0,73831,9664,10
146,2022-08-29,香港,382967,1325,,242.0,74073,9668,4
147,2022-08-30,香港,384292,1325,,345.0,74418,9681,13
148,2022-08-31,香港,385789,1497,,346.0,74764,9690,9
149,2022-09-01,香港,387307,1518,,330.0,75094,9701,11
150,2022-09-02,香港,388747,1440,,318.0,75412,9709,8
151,2022-09-03,香港,390146,1399,,358.0,75770,9716,7
152,2022-09-04,香港,391574,1428,,326.0,76096,9724,8
153,2022-09-05,香港,392877,1303,,265.0,76361,9732,8
154,2022-09-06,香港,394012,1135,,379.0,76740,9741,9
155,2022-09-07,香港,395347,1335,,416.0,77156,9757,16
156,2022-09-08,香港,396687,1340,,408.0,77564,9769,12
157,2022-09-09,香港,397913,1226,,357.0,77921,9780,11
158,2022-09-10,香港,399007,1094,,408.0,78329,9788,8
159,2022-09-11,香港,400034,1027,,346.0,78675,9799,11
160,2022-09-12,香港,400982,948,,238.0,78913,9810,11
161,2022-09-13,香港,401942,960,,187.0,79100,9820,10
162,2022-09-14,香港,402928,986,,326.0,79426,9830,10
163,2022-09-15,香港,404053,1125,,402.0,79828,9836,6
164,2022-09-16,香港,405061,1008,,391.0,80219,9852,16
165,2022-09-17,香港,406021,960,,360.0,80579,9868,16
166,2022-09-18,香港,406835,814,,343.0,80922,9891,23
167,2022-09-19,香港,407530,695,,213.0,81135,9901,10
168,2022-09-20,香港,408137,607,,356.0,81491,9908,7
169,2022-09-21,香港,408844,707,,397.0,81888,9917,9
170,2022-09-22,香港,409495,651,,382.0,82270,9934,17
171,2022-09-23,香港,411056,1561,,313.0,82583,10099,165
172,2022-09-24,香港,411620,564,,686.0,83269,10106,7
173,2022-09-25,香港,412147,527,,262.0,83531,10116,10
174,2022-09-26,香港,412663,516,,185.0,83716,10128,12
175,2022-09-27,香港,413116,453,,234.0,83950,10134,6
176,2022-09-28,香港,413656,540,,320.0,84270,10148,14
177,2022-09-29,香港,414176,520,,263.0,84533,10153,5
178,2022-09-30,香港,414655,479,,250.0,84783,10161,8
179,2022-10-01,香港,415144,489,,342.0,85125,10167,6
180,2022-10-02,香港,415573,429,,225.0,85350,10173,6
181,2022-10-03,香港,416053,480,,107.0,85457,10173,0
182,2022-10-04,香港,416548,495,,203.0,85660,10184,11
183,2022-10-05,香港,417189,641,,175.0,85835,10194,10
184,2022-10-06,香港,417787,598,,203.0,86038,10218,24
185,2022-10-07,香港,418409,622,,251.0,86289,10220,2
186,2022-10-08,香港,419023,614,,259.0,86548,10215,-5
187,2022-10-09,香港,419621,598,,214.0,86762,10218,3
188,2022-10-10,香港,420282,661,,124.0,86886,10228,10
189,2022-10-11,香港,420877,595,,199.0,87085,10237,9
190,2022-10-12,香港,421666,789,,261.0,87346,10246,9
191,2022-10-13,香港,422332,666,,229.0,87575,10254,8
192,2022-10-14,香港,423014,682,,243.0,87818,10261,7
193,2022-10-15,香港,423755,741,,234.0,88052,10268,7
194,2022-10-16,香港,424546,791,,201.0,88253,10273,5
195,2022-10-17,香港,425260,714,,166.0,88419,10278,5
196,2022-10-18,香港,425913,653,,167.0,88586,10285,7
197,2022-10-19,香港,426565,652,,267.0,88853,10297,12
198,2022-10-20,香港,427079,514,,251.0,89104,10306,9
199,2022-10-21,香港,427612,533,,219.0,89323,10315,9
200,2022-10-22,香港,428538,926,,226.0,89549,10322,7
201,2022-10-23,香港,429252,714,,217.0,89766,10326,4
202,2022-10-24,香港,429943,691,,148.0,89914,10333,7
203,2022-10-25,香港,430581,638,,231.0,90145,10343,10
204,2022-10-26,香港,431421,840,,275.0,90420,10360,17
205,2022-10-27,香港,432187,766,,222.0,90642,10368,8
206,2022-10-28,香港,432988,801,,236.0,90878,10375,7
207,2022-10-29,香港,433673,685,,232.0,91110,10383,8
208,2022-10-30,香港,434351,678,,207.0,91317,10395,12
209,2022-10-31,香港,434996,645,,149.0,91466,10407,12
210,2022-11-01,香港,435632,636,,217.0,91683,10420,13
211,2022-11-02,香港,436358,726,,252.0,91935,10428,8
212,2022-11-03,香港,436934,576,,138.0,92073,10438,10
213,2022-11-04,香港,437339,405,,305.0,92378,10449,11
214,2022-11-05,香港,438045,706,,238.0,92616,10467,18
215,2022-11-06,香港,438627,582,,247.0,92863,10480,13
216,2022-11-07,香港,439251,624,,115.0,92978,10485,5
217,2022-11-08,香港,439646,395,,214.0,93192,10489,4
218,2022-11-09,香港,440438,792,,228.0,93420,10502,13
219,2022-11-10,香港,441172,734,,258.0,93678,10511,9
220,2022-11-11,香港,441912,740,,235.0,93913,10521,10
221,2022-11-12,香港,442661,749,,293.0,94206,10527,6
222,2022-11-13,香港,443458,797,,221.0,94427,10536,9
223,2022-11-14,香港,444231,773,,152.0,94579,10546,10
224,2022-11-15,香港,445041,810,,224.0,94803,10559,13
225,2022-11-16,香港,446021,980,,292.0,95095,10567,8
226,2022-11-17,香港,447041,1020,,266.0,95361,10579,12
227,2022-11-18,香港,448000,959,,276.0,95637,10587,8
228,2022-11-19,香港,448671,671,,286.0,95923,10596,9
229,2022-11-20,香港,449615,944,,295.0,96218,10609,13
230,2022-11-21,香港,450525,910,,189.0,96407,10620,11
231,2022-11-22,香港,451444,919,,294.0,96701,10633,13
232,2022-11-23,香港,452483,1039,,311.0,97012,10644,11
233,2022-11-24,广东,27830,1807,10425.0,842.0,17397,8,0
234,2022-08-01,广东,8159,30,,39.0,7896,8,0
235,2022-08-02,广东,8178,19,,25.0,7921,8,0
236,2022-08-03,广东,8207,29,,27.0,7948,8,0
237,2022-08-04,广东,8222,15,,25.0,7973,8,0
238,2022-08-05,广东,8244,22,,44.0,8017,8,0
239,2022-08-06,广东,8275,31,,15.0,8032,8,0
240,2022-08-07,广东,8330,55,,22.0,8054,8,0
241,2022-08-08,广东,8371,41,,21.0,8075,8,0
242,2022-08-09,广东,8430,59,,18.0,8093,8,0
243,2022-08-10,广东,8482,52,,12.0,8105,8,0
244,2022-08-11,广东,8523,41,,14.0,8119,8,0
245,2022-08-12,广东,8548,25,,23.0,8142,8,0
246,2022-08-13,广东,8575,27,,23.0,8165,8,0
247,2022-08-14,广东,8602,27,,18.0,8183,8,0
248,2022-08-15,广东,8614,12,,24.0,8207,8,0
249,2022-08-16,广东,8637,23,,18.0,8225,8,0
250,2022-08-17,广东,8650,13,,27.0,8252,8,0
251,2022-08-18,广东,8665,15,,16.0,8268,8,0
252,2022-08-19,广东,8683,18,,21.0,8289,8,0
253,2022-08-20,广东,8701,18,,34.0,8323,8,0
254,2022-08-21,广东,8727,26,,20.0,8343,8,0
255,2022-08-22,广东,8751,24,,24.0,8367,8,0
256,2022-08-23,广东,8781,30,,32.0,8399,8,0
257,2022-08-24,广东,8801,20,,31.0,8430,8,0
258,2022-08-25,广东,8823,22,,40.0,8470,8,0
259,2022-08-26,广东,8844,21,,37.0,8507,8,0
260,2022-08-27,广东,8876,32,,22.0,8529,8,0
261,2022-08-28,广东,8898,22,,32.0,8561,8,0
262,2022-08-29,广东,8933,35,,30.0,8591,8,0
263,2022-08-30,广东,8968,35,,29.0,8620,8,0
264,2022-08-31,广东,9021,53,,21.0,8641,8,0
265,2022-09-01,广东,9092,71,,30.0,8671,8,0
266,2022-09-02,广东,9174,82,,37.0,8708,8,0
267,2022-09-03,广东,9271,97,,17.0,8725,8,0
268,2022-09-04,广东,9354,83,,19.0,8744,8,0
269,2022-09-05,广东,9413,59,,31.0,8775,8,0
270,2022-09-06,广东,9465,52,,29.0,8804,8,0
271,2022-09-07,广东,9507,33,,27.0,8831,8,0
272,2022-09-08,广东,9559,51,,24.0,8855,8,0
273,2022-09-09,广东,9608,49,,33.0,8888,8,0
274,2022-09-10,广东,9642,34,,35.0,8923,8,0
275,2022-09-11,广东,9680,38,,36.0,8959,8,0
276,2022-09-12,广东,9699,19,,52.0,9011,8,0
277,2022-09-13,广东,9716,17,,64.0,9075,8,0
278,2022-09-14,广东,9729,13,,65.0,9140,8,0
279,2022-09-15,广东,9744,15,,60.0,9200,8,0
280,2022-09-16,广东,9762,18,,54.0,9254,8,0
281,2022-09-17,广东,9771,9,,57.0,9311,8,0
282,2022-09-18,广东,9783,10,,69.0,9380,8,0
283,2022-09-19,广东,9798,15,,52.0,9432,8,0
284,2022-09-20,广东,9813,15,,64.0,9496,8,0
285,2022-09-21,广东,9827,14,,33.0,9529,8,0
286,2022-09-22,广东,9843,16,,58.0,9587,8,0
287,2022-09-23,广东,9863,8,,32.0,9619,8,0
288,2022-09-24,广东,9881,18,,36.0,9655,8,0
289,2022-09-25,广东,9907,26,,30.0,9685,8,0
290,2022-09-26,广东,9933,26,,28.0,9713,8,0
291,2022-09-27,广东,9952,19,,9.0,9722,8,0
292,2022-09-28,广东,9991,39,,20.0,9742,8,0
293,2022-09-29,广东,10022,31,,26.0,9768,8,0
294,2022-09-30,广东,10055,33,,14.0,9782,8,0
295,2022-10-01,广东,10101,46,,12.0,9794,8,0
296,2022-10-02,广东,10131,30,,24.0,9818,8,0
297,2022-10-03,广东,10177,46,,23.0,9841,8,0
298,2022-10-04,广东,10229,52,,23.0,9864,8,0
299,2022-10-05,广东,10283,54,,13.0,9877,8,0
300,2022-10-06,广东,10351,68,,27.0,9904,8,0
301,2022-10-07,广东,10408,57,,17.0,9921,8,0
302,2022-10-08,广东,10458,48,,21.0,9942,8,0
303,2022-10-09,广东,10516,58,,30.0,9972,8,0
304,2022-10-10,广东,10581,65,,35.0,10007,8,0
305,2022-10-11,广东,10638,57,,38.0,10045,8,0
306,2022-10-12,广东,10691,53,,43.0,10088,8,0
307,2022-10-13,广东,10759,68,,36.0,10124,8,0
308,2022-10-14,广东,10843,84,,36.0,10160,8,0
309,2022-10-15,广东,10896,53,,32.0,10192,8,0
310,2022-10-16,广东,10937,41,,54.0,10246,8,0
311,2022-10-17,广东,10984,47,,61.0,10307,8,0
312,2022-10-18,广东,11046,62,,59.0,10366,8,0
313,2022-10-19,广东,11086,40,,68.0,10434,8,0
314,2022-10-20,广东,11138,52,,48.0,10482,8,0
315,2022-10-21,广东,11174,36,,38.0,10520,8,0
316,2022-10-22,广东,11213,39,,61.0,10581,8,0
317,2022-10-23,广东,11255,42,,73.0,10654,8,0
318,2022-10-24,广东,11300,45,,63.0,10717,8,0
319,2022-10-25,广东,11351,51,,56.0,10773,8,0
320,2022-10-26,广东,11373,20,,42.0,10815,8,0
321,2022-10-27,广东,11411,38,,56.0,10871,8,0
322,2022-10-28,广东,11488,77,,62.0,10933,8,0
323,2022-10-29,广东,11585,97,,42.0,10975,8,0
324,2022-10-30,广东,11882,297,,58.0,11033,8,0
325,2022-10-31,广东,12131,249,,37.0,11070,8,0
326,2022-11-01,广东,12266,135,,32.0,11102,8,0
327,2022-11-02,广东,12381,115,,45.0,11147,8,0
328,2022-11-03,广东,12589,208,,53.0,11200,8,0
329,2022-11-04,广东,12817,228,,59.0,11259,8,0
330,2022-11-05,广东,13090,273,,51.0,11310,8,0
331,2022-11-06,广东,13324,234,,80.0,11390,8,0
332,2022-11-07,广东,13655,331,,80.0,11470,8,0
333,2022-11-08,广东,14263,608,,63.0,11533,8,0
334,2022-11-09,广东,14776,513,,69.0,11602,8,0
335,2022-11-10,广东,15345,569,,90.0,11692,8,0
336,2022-11-11,广东,16114,769,,164.0,11856,8,0
337,2022-11-12,广东,16856,742,,148.0,12004,8,0
338,2022-11-13,广东,17579,723,,279.0,12283,8,0
339,2022-11-14,广东,18184,605,,238.0,12521,8,0
340,2022-11-15,广东,18395,211,,285.0,12806,8,0
341,2022-11-16,广东,19651,1256,,248.0,13054,8,0
342,2022-11-17,广东,21009,1358,,543.0,13597,8,0
343,2022-11-18,广东,22124,1115,,484.0,14081,8,0
344,2022-11-19,广东,23302,1178,,699.0,14780,8,0
345,2022-11-20,广东,24324,1022,,569.0,15349,8,0
346,2022-11-21,广东,25140,816,,611.0,15960,8,0
347,2022-11-22,广东,26023,883,,595.0,16555,8,0
348,2022-11-23,广东,27830,1807,,842.0,17397,8,0
349,2022-11-23,河南,6169,115,2477.0,175.0,3669,23,0
350,2022-08-01,河南,3226,2,,2.0,3181,22,0
351,2022-08-02,河南,3226,0,,1.0,3182,22,0
352,2022-08-03,河南,3228,2,,0.0,3182,22,0
353,2022-08-04,河南,3228,0,,4.0,3186,22,0
354,2022-08-05,河南,3228,0,,1.0,3187,22,0
355,2022-08-06,河南,3229,1,,1.0,3188,22,0
356,2022-08-07,河南,3229,0,,1.0,3189,22,0
357,2022-08-08,河南,3229,0,,2.0,3191,22,0
358,2022-08-09,河南,3230,1,,0.0,3191,22,0
359,2022-08-10,河南,3230,0,,2.0,3193,22,0
360,2022-08-11,河南,3231,1,,1.0,3194,22,0
361,2022-08-12,河南,3231,1,,0.0,3194,22,0
362,2022-08-13,河南,3231,0,,0.0,3194,22,0
363,2022-08-14,河南,3232,1,,1.0,3195,22,0
364,2022-08-15,河南,3235,3,,2.0,3197,22,0
365,2022-08-16,河南,3235,0,,1.0,3198,22,0
366,2022-08-17,河南,3238,3,,2.0,3200,22,0
367,2022-08-18,河南,3239,1,,7.0,3207,22,0
368,2022-08-19,河南,3241,2,,1.0,3208,22,0
369,2022-08-20,河南,3242,1,,0.0,3208,22,0
370,2022-08-21,河南,3244,2,,2.0,3210,22,0
371,2022-08-22,河南,3247,3,,0.0,3210,22,0
372,2022-08-23,河南,3251,4,,0.0,3210,22,0
373,2022-08-24,河南,3253,2,,0.0,3210,22,0
374,2022-08-25,河南,3254,1,,2.0,3212,22,0
375,2022-08-26,河南,3258,4,,2.0,3214,22,0
376,2022-08-27,河南,3260,2,,2.0,3216,22,0
377,2022-08-28,河南,3274,14,,1.0,3217,22,0
378,2022-08-29,河南,3276,2,,2.0,3219,22,0
379,2022-08-30,河南,3281,5,,1.0,3220,22,0
380,2022-08-31,河南,3282,1,,3.0,3223,22,0
381,2022-09-01,河南,3286,4,,2.0,3225,22,0
382,2022-09-02,河南,3399,14,,3.0,3228,22,0
383,2022-09-03,河南,3301,2,,1.0,3229,22,0
384,2022-09-04,河南,3304,3,,2.0,3231,22,0
385,2022-09-05,河南,3304,0,,1.0,3232,22,0
386,2022-09-06,河南,3305,1,,2.0,3234,22,0
387,2022-09-07,河南,3306,1,,2.0,3236,22,0
388,2022-09-08,河南,3307,1,,5.0,3241,22,0
389,2022-09-09,河南,3316,9,,4.0,3245,22,0
390,2022-09-10,河南,3316,0,,5.0,3250,22,0
391,2022-09-11,河南,3316,0,,4.0,3254,22,0
392,2022-09-12,河南,3317,1,,5.0,3259,22,0
393,2022-09-13,河南,3317,0,,2.0,3261,22,0
394,2022-09-14,河南,3317,0,,6.0,3267,22,0
395,2022-09-15,河南,3317,0,,2.0,3269,22,0
396,2022-09-16,河南,3317,0,,2.0,3271,22,0
397,2022-09-17,河南,3317,0,,4.0,3275,22,0
398,2022-09-18,河南,3319,2,,7.0,3282,22,0
399,2022-09-19,河南,3321,2,,7.0,3289,22,0
400,2022-09-20,河南,3322,1,,2.0,3291,22,0
401,2022-09-21,河南,3325,3,,0.0,3291,22,0
402,2022-09-22,河南,3325,0,,1.0,3292,22,0
403,2022-09-23,河南,3325,0,,1.0,3293,22,0
404,2022-09-24,河南,3325,0,,1.0,3294,22,0
405,2022-09-25,河南,3325,0,,0.0,3294,22,0
406,2022-09-26,河南,3326,1,,1.0,3295,22,0
407,2022-09-27,河南,3327,1,,0.0,3295,22,0
408,2022-09-28,河南,3329,2,,0.0,3295,22,0
409,2022-09-29,河南,3330,1,,0.0,3295,22,0
410,2022-09-30,河南,3330,0,,1.0,3296,22,0
411,2022-10-01,河南,3330,0,,1.0,3297,22,0
412,2022-10-02,河南,3330,0,,0.0,3297,22,0
413,2022-10-03,河南,3332,2,,2.0,3299,22,0
414,2022-10-04,河南,3333,1,,2.0,3301,22,0
415,2022-10-05,河南,3336,3,,1.0,3302,22,0
416,2022-10-06,河南,3341,5,,1.0,3303,22,0
417,2022-10-07,河南,3341,0,,2.0,3305,22,0
418,2022-10-08,河南,3349,8,,0.0,3305,22,0
419,2022-10-09,河南,3360,11,,1.0,3306,22,0
420,2022-10-10,河南,3372,12,,0.0,3306,22,0
421,2022-10-11,河南,3385,13,,0.0,3306,22,0
422,2022-10-12,河南,3397,12,,1.0,3307,22,0
423,2022-10-13,河南,3405,8,,0.0,3307,22,0
424,2022-10-14,河南,3415,10,,0.0,3307,22,0
425,2022-10-15,河南,3422,7,,2.0,3309,22,0
426,2022-10-16,河南,3430,8,,3.0,3312,22,0
427,2022-10-17,河南,3436,6,,3.0,3315,22,0
428,2022-10-18,河南,3446,10,,4.0,3319,22,0
429,2022-10-19,河南,3453,7,,2.0,3321,22,0
430,2022-10-20,河南,3462,9,,3.0,3324,22,0
431,2022-10-21,河南,3475,13,,5.0,3329,22,0
432,2022-10-22,河南,3481,6,,15.0,3344,22,0
433,2022-10-23,河南,3489,8,,4.0,3348,22,0
434,2022-10-24,河南,3495,6,,1.0,3349,22,0
435,2022-10-25,河南,3498,3,,2.0,3351,22,0
436,2022-10-26,河南,3503,5,,8.0,3359,22,0
437,2022-10-27,河南,3507,4,,7.0,3366,22,0
438,2022-10-28,河南,3510,3,,5.0,3371,22,0
439,2022-10-29,河南,3517,7,,4.0,3375,22,0
440,2022-10-30,河南,3523,6,,4.0,3379,22,0
441,2022-10-31,河南,3536,13,,2.0,3381,22,0
442,2022-11-01,河南,3600,64,,3.0,3384,22,0
443,2022-11-02,河南,3636,36,,1.0,3385,22,0
444,2022-11-03,河南,3658,22,,2.0,3387,22,0
445,2022-11-04,河南,3667,9,,0.0,3387,22,0
446,2022-11-05,河南,3683,16,,2.0,3389,22,0
447,2022-11-06,河南,3725,42,,0.0,3389,22,0
448,2022-11-07,河南,3811,86,,0.0,3389,22,0
449,2022-11-08,河南,3970,159,,1.0,3390,22,0
450,2022-11-09,河南,4148,178,,1.0,3391,22,0
451,2022-11-10,河南,4272,124,,3.0,3394,22,0
452,2022-11-11,河南,4379,107,,2.0,3396,22,0
453,2022-11-12,河南,4621,242,,49.0,3445,22,0
454,2022-11-13,河南,4846,225,,3.0,3448,22,0
455,2022-11-14,河南,4995,149,,1.0,3449,22,0
456,2022-11-15,河南,5195,200,,12.0,3461,22,0
457,2022-11-16,河南,5332,137,,5.0,3466,22,0
458,2022-11-17,河南,5440,108,,6.0,3472,22,0
459,2022-11-18,河南,5626,186,,1.0,3473,22,0
